number,assigned_group,,,,,,,,,,,,,,
INC0376663,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0377274,Integration Support,,,,,,,,,,,,,,
INC0378310,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0377403,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0376271,3rd Party Application Support,,,,,,,,,,,,,,
INC0377304,3rd Party Application Support,,,,,,,,,,,,,,
INC0378128,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0375560,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0377226,Collaboration Tools Support,,,,,,,,,,,,,,
INC0377230,SAP Vistex Support,,,,,,,,,,,,,,
INC0378298,Collaboration Tools Support,,,,,,,,,,,,,,
INC0376469,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0376766,Collaboration Tools Support,,,,,,,,,,,,,,
INC0378097,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0378132,Microsoft Application Support,,,,,,,,,,,,,,
INC0379808,Integration Support,,,,,,,,,,,,,,
INC0379339,Collaboration Tools Support,,,,,,,,,,,,,,
INC0378356,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0379398,Integration Support,,,,,,,,,,,,,,
INC0379472,Collaboration Tools Support,,,,,,,,,,,,,,
INC0379573,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0379643,Collaboration Tools Support,,,,,,,,,,,,,,
INC0379656,Collaboration Tools Support,,,,,,,,,,,,,,
INC0379695,3rd Party Application Support,,,,,,,,,,,,,,
INC0379774,Collaboration Tools Support,,,,,,,,,,,,,,
INC0379781,Collaboration Tools Support,,,,,,,,,,,,,,
INC0379792,Collaboration Tools Support,,,,,,,,,,,,,,
INC0380038,Collaboration Tools Support,,,,,,,,,,,,,,
INC0378573,Collaboration Tools Support,,,,,,,,,,,,,,
INC0378897,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0379251,Lotus Notes Support,,,,,,,,,,,,,,
INC0378860,Collaboration Tools Support,,,,,,,,,,,,,,
INC0379724,Collaboration Tools Support,,,,,,,,,,,,,,
INC0380232,Collaboration Tools Support,,,,,,,,,,,,,,
INC0379139,Collaboration Tools Support,,,,,,,,,,,,,,
INC0388374,Collaboration Tools Support,,,,,,,,,,,,,,
INC0381255,Collaboration Tools Support,,,,,,,,,,,,,,
INC0381397,Collaboration Tools Support,,,,,,,,,,,,,,
INC0381474,Collaboration Tools Support,,,,,,,,,,,,,,
INC0381489,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0381663,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0381785,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0382476,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0382654,Lotus Notes Support,,,,,,,,,,,,,,
INC0382765,SAP Vistex Support,,,,,,,,,,,,,,
INC0381271,Collaboration Tools Support,,,,,,,,,,,,,,
INC0382694,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0382917,Collaboration Tools Support,,,,,,,,,,,,,,
INC0383382,Collaboration Tools Support,,,,,,,,,,,,,,
INC0381671,Collaboration Tools Support,,,,,,,,,,,,,,
INC0380793,Collaboration Tools Support,,,,,,,,,,,,,,
INC0381211,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0380390,SAP Vistex Support,,,,,,,,,,,,,,
INC0381994,Integration Support,,,,,,,,,,,,,,
INC0382929,Collaboration Tools Support,,,,,,,,,,,,,,
INC0380520,Collaboration Tools Support,,,,,,,,,,,,,,
INC0384208,Collaboration Tools Support,,,,,,,,,,,,,,
INC0383728,SAP Vistex Support,,,,,,,,,,,,,,
INC0384099,Filenet Support,,,,,,,,,,,,,,
INC0384100,SAP Vistex Support,,,,,,,,,,,,,,
INC0384323,Collaboration Tools Support,,,,,,,,,,,,,,
INC0384380,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0384452,Integration Support,,,,,,,,,,,,,,
INC0384689,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0385251,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385443,SAP Vistex Support,,,,,,,,,,,,,,
INC0385626,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0383875,3rd Party Application Support,,,,,,,,,,,,,,
INC0384631,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385389,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385541,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385102,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385025,Collaboration Tools Support,,,,,,,,,,,,,,
INC0384950,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0384998,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0386272,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385903,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0386246,Collaboration Tools Support,,,,,,,,,,,,,,
INC0386307,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385852,3rd Party Application Support,,,,,,,,,,,,,,
INC0386899,Integration Support,,,,,,,,,,,,,,
INC0387746,Collaboration Tools Support,,,,,,,,,,,,,,
INC0387886,Lotus Notes Support,,,,,,,,,,,,,,
INC0388207,Collaboration Tools Support,,,,,,,,,,,,,,
INC0385760,Collaboration Tools Support,,,,,,,,,,,,,,
INC0386212,3rd Party Application Support,,,,,,,,,,,,,,
INC0386160,Collaboration Tools Support,,,,,,,,,,,,,,
INC0387503,Collaboration Tools Support,,,,,,,,,,,,,,
INC0387028,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0387141,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0387852,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0387869,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0388193,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0388063,Integration Support,,,,,,,,,,,,,,
INC0388395,Collaboration Tools Support,,,,,,,,,,,,,,
INC0388872,SAP Vistex Support,,,,,,,,,,,,,,
INC0388960,Collaboration Tools Support,,,,,,,,,,,,,,
INC0388577,Collaboration Tools Support,,,,,,,,,,,,,,
INC0388581,Collaboration Tools Support,,,,,,,,,,,,,,
INC0389536,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0389559,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0388614,Collaboration Tools Support,,,,,,,,,,,,,,
INC0389389,SAP Vistex Support,,,,,,,,,,,,,,
INC0389663,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0388615,Collaboration Tools Support,,,,,,,,,,,,,,
INC0388751,Lotus Notes Support,,,,,,,,,,,,,,
INC0389609,Collaboration Tools Support,,,,,,,,,,,,,,
INC0389803,Filenet Support,,,,,,,,,,,,,,
INC0390073,Collaboration Tools Support,,,,,,,,,,,,,,
INC0390228,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0390207,3rd Party Application Support,,,,,,,,,,,,,,
INC0389319,Collaboration Tools Support,,,,,,,,,,,,,,
INC0389797,Collaboration Tools Support,,,,,,,,,,,,,,
INC0389774,Collaboration Tools Support,,,,,,,,,,,,,,
INC0389691,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0390443,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0390455,Lotus Notes Support,,,,,,,,,,,,,,
INC0390751,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0390834,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0390396,Lotus Notes Support,,,,,,,,,,,,,,
INC0391447,Collaboration Tools Support,,,,,,,,,,,,,,
INC0390671,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391314,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391326,Lotus Notes Support,,,,,,,,,,,,,,
INC0391299,Lotus Notes Support,,,,,,,,,,,,,,
INC0391372,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0390904,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0391022,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391284,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391341,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391444,SAP Vistex Support,,,,,,,,,,,,,,
INC0390798,Collaboration Tools Support,,,,,,,,,,,,,,
INC0390543,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0390263,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391173,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0391516,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391517,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391693,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0392013,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0392326,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0392374,Collaboration Tools Support,,,,,,,,,,,,,,
INC0392664,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0392665,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0392053,Collaboration Tools Support,,,,,,,,,,,,,,
INC0392499,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0392563,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0391528,Collaboration Tools Support,,,,,,,,,,,,,,
INC0392227,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391449,Collaboration Tools Support,,,,,,,,,,,,,,
INC0392747,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0392798,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391980,Collaboration Tools Support,,,,,,,,,,,,,,
INC0391948,Collaboration Tools Support,,,,,,,,,,,,,,
INC0392296,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0393271,Collaboration Tools Support,,,,,,,,,,,,,,
INC0393512,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0393908,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0394328,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0393894,Collaboration Tools Support,,,,,,,,,,,,,,
INC0394557,Collaboration Tools Support,,,,,,,,,,,,,,
INC0393483,Collaboration Tools Support,,,,,,,,,,,,,,
INC0394028,Collaboration Tools Support,,,,,,,,,,,,,,
INC0394405,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0393421,Collaboration Tools Support,,,,,,,,,,,,,,
INC0393671,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0393815,3rd Party Application Support,,,,,,,,,,,,,,
INC0394113,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0393701,Collaboration Tools Support,,,,,,,,,,,,,,
INC0394184,SAP Vistex Support,,,,,,,,,,,,,,
INC0394407,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0394629,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0394695,Lotus Notes Support,,,,,,,,,,,,,,
INC0395043,Collaboration Tools Support,,,,,,,,,,,,,,
INC0395429,Collaboration Tools Support,,,,,,,,,,,,,,
INC0394760,3rd Party Application Support,,,,,,,,,,,,,,
INC0395423,Collaboration Tools Support,,,,,,,,,,,,,,
INC0395504,Collaboration Tools Support,,,,,,,,,,,,,,
INC0395633,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0395527,Collaboration Tools Support,,,,,,,,,,,,,,
INC0395601,Collaboration Tools Support,,,,,,,,,,,,,,
INC0395973,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0395495,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0395988,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0395771,Collaboration Tools Support,,,,,,,,,,,,,,
INC0394813,Collaboration Tools Support,,,,,,,,,,,,,,
INC0395473,Collaboration Tools Support,,,,,,,,,,,,,,
INC0395553,Lotus Notes Support,,,,,,,,,,,,,,
INC0394841,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0396345,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0396075,Collaboration Tools Support,,,,,,,,,,,,,,
INC0396869,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0396933,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0397012,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0397075,Lotus Notes Support,,,,,,,,,,,,,,
INC0396173,Collaboration Tools Support,,,,,,,,,,,,,,
INC0396395,Collaboration Tools Support,,,,,,,,,,,,,,
INC0396687,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0397088,SAP Vistex Support,,,,,,,,,,,,,,
INC0397058,Collaboration Tools Support,,,,,,,,,,,,,,
INC0397172,Lotus Notes Support,,,,,,,,,,,,,,
INC0396378,Collaboration Tools Support,,,,,,,,,,,,,,
INC0397352,Collaboration Tools Support,,,,,,,,,,,,,,
INC0397439,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0396138,Collaboration Tools Support,,,,,,,,,,,,,,
INC0396242,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0396434,Collaboration Tools Support,,,,,,,,,,,,,,
INC0398108,Collaboration Tools Support,,,,,,,,,,,,,,
INC0397819,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0397740,Collaboration Tools Support,,,,,,,,,,,,,,
INC0398279,Integration Support,,,,,,,,,,,,,,
INC0398205,SAP Vistex Support,,,,,,,,,,,,,,
INC0398305,Lotus Notes Support,,,,,,,,,,,,,,
INC0398446,Collaboration Tools Support,,,,,,,,,,,,,,
INC0398885,Lotus Notes Support,,,,,,,,,,,,,,
INC0399047,Lotus Notes Support,,,,,,,,,,,,,,
INC0399120,Collaboration Tools Support,,,,,,,,,,,,,,
INC0397955,Collaboration Tools Support,,,,,,,,,,,,,,
INC0399155,Collaboration Tools Support,,,,,,,,,,,,,,
INC0397569,Collaboration Tools Support,,,,,,,,,,,,,,
INC0398664,Collaboration Tools Support,,,,,,,,,,,,,,
INC0398675,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0399300,3rd Party Application Support,,,,,,,,,,,,,,
INC0399440,Lotus Notes Support,,,,,,,,,,,,,,
INC0399451,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0399890,Collaboration Tools Support,,,,,,,,,,,,,,
INC0400401,Lotus Notes Support,,,,,,,,,,,,,,
INC0399672,Collaboration Tools Support,,,,,,,,,,,,,,
INC0399883,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0400452,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0400714,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0399418,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0400537,Collaboration Tools Support,,,,,,,,,,,,,,
INC0400380,Collaboration Tools Support,,,,,,,,,,,,,,
INC0400810,Collaboration Tools Support,,,,,,,,,,,,,,
INC0399968,Collaboration Tools Support,,,,,,,,,,,,,,
INC0428680,Integration Support,,,,,,,,,,,,,,
INC0401371,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0401572,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0401006,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401678,SAP Vistex Support,,,,,,,,,,,,,,
INC0401682,SAP Vistex Support,,,,,,,,,,,,,,
INC0401689,SAP Vistex Support,,,,,,,,,,,,,,
INC0401671,SAP Vistex Support,,,,,,,,,,,,,,
INC0401676,SAP Vistex Support,,,,,,,,,,,,,,
INC0401688,SAP Vistex Support,,,,,,,,,,,,,,
INC0401526,3rd Party Application Support,,,,,,,,,,,,,,
INC0404390,SAP Vistex Support,,,,,,,,,,,,,,
INC0401847,Collaboration Tools Support,,,,,,,,,,,,,,
INC0400811,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401203,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401643,SAP Vistex Support,,,,,,,,,,,,,,
INC0401380,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0400936,Collaboration Tools Support,,,,,,,,,,,,,,
INC0400871,Collaboration Tools Support,,,,,,,,,,,,,,
INC0400814,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401378,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401960,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0402474,Collaboration Tools Support,,,,,,,,,,,,,,
INC0402655,Lotus Notes Support,,,,,,,,,,,,,,
INC0403241,SAP Vistex Support,,,,,,,,,,,,,,
INC0402461,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401882,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401898,Collaboration Tools Support,,,,,,,,,,,,,,
INC0402023,Collaboration Tools Support,,,,,,,,,,,,,,
INC0402142,Collaboration Tools Support,,,,,,,,,,,,,,
INC0402621,Collaboration Tools Support,,,,,,,,,,,,,,
INC0402781,Collaboration Tools Support,,,,,,,,,,,,,,
INC0402888,Collaboration Tools Support,,,,,,,,,,,,,,
INC0401959,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0402909,Collaboration Tools Support,,,,,,,,,,,,,,
INC0402937,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404034,Collaboration Tools Support,,,,,,,,,,,,,,
INC0403280,Collaboration Tools Support,,,,,,,,,,,,,,
INC0403478,Lotus Notes Support,,,,,,,,,,,,,,
INC0403844,Lotus Notes Support,,,,,,,,,,,,,,
INC0404281,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404597,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0404622,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0403342,Collaboration Tools Support,,,,,,,,,,,,,,
INC0403510,Lotus Notes Support,,,,,,,,,,,,,,
INC0404462,Lotus Notes Support,,,,,,,,,,,,,,
INC0404226,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404617,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404618,Lotus Notes Support,,,,,,,,,,,,,,
INC0403513,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404068,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0403429,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0404295,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404208,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0405006,Lotus Notes Support,,,,,,,,,,,,,,
INC0405036,SAP Vistex Support,,,,,,,,,,,,,,
INC0405417,Collaboration Tools Support,,,,,,,,,,,,,,
INC0405679,Collaboration Tools Support,,,,,,,,,,,,,,
INC0405453,Lotus Notes Support,,,,,,,,,,,,,,
INC0405653,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404749,Collaboration Tools Support,,,,,,,,,,,,,,
INC0406221,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0406126,Collaboration Tools Support,,,,,,,,,,,,,,
INC0408006,Collaboration Tools Support,,,,,,,,,,,,,,
INC0404825,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0406259,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0405460,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0406123,Collaboration Tools Support,,,,,,,,,,,,,,
INC0405279,Collaboration Tools Support,,,,,,,,,,,,,,
INC0405393,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0404970,Collaboration Tools Support,,,,,,,,,,,,,,
INC0405347,Collaboration Tools Support,,,,,,,,,,,,,,
INC0407269,Collaboration Tools Support,,,,,,,,,,,,,,
INC0406516,3rd Party Application Support,,,,,,,,,,,,,,
INC0407234,3rd Party Application Support,,,,,,,,,,,,,,
INC0406406,Collaboration Tools Support,,,,,,,,,,,,,,
INC0407424,Collaboration Tools Support,,,,,,,,,,,,,,
INC0407961,Integration Support,,,,,,,,,,,,,,
INC0407616,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0407736,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0407621,Lotus Notes Support,,,,,,,,,,,,,,
INC0406988,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0407640,Collaboration Tools Support,,,,,,,,,,,,,,
INC0407925,Collaboration Tools Support,,,,,,,,,,,,,,
INC0406801,Collaboration Tools Support,,,,,,,,,,,,,,
INC0407098,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0410622,Collaboration Tools Support,,,,,,,,,,,,,,
INC0408167,Collaboration Tools Support,,,,,,,,,,,,,,
INC0408295,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0409608,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0409830,Collaboration Tools Support,,,,,,,,,,,,,,
INC0409137,Collaboration Tools Support,,,,,,,,,,,,,,
INC0409387,Lotus Notes Support,,,,,,,,,,,,,,
INC0409609,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0409758,3rd Party Application Support,,,,,,,,,,,,,,
INC0408663,Collaboration Tools Support,,,,,,,,,,,,,,
INC0409923,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0410366,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0410659,Collaboration Tools Support,,,,,,,,,,,,,,
INC0410245,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0410902,SAP Vistex Support,,,,,,,,,,,,,,
INC0410807,Collaboration Tools Support,,,,,,,,,,,,,,
INC0409360,Collaboration Tools Support,,,,,,,,,,,,,,
INC0410372,Collaboration Tools Support,,,,,,,,,,,,,,
INC0411259,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0411316,Collaboration Tools Support,,,,,,,,,,,,,,
INC0411355,Collaboration Tools Support,,,,,,,,,,,,,,
INC0411401,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0411706,3rd Party Application Support,,,,,,,,,,,,,,
INC0411224,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0411246,Collaboration Tools Support,,,,,,,,,,,,,,
INC0411404,SAP Vistex Support,,,,,,,,,,,,,,
INC0412022,SAP Vistex Support,,,,,,,,,,,,,,
INC0412062,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412170,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412479,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0411711,3rd Party Application Support,,,,,,,,,,,,,,
INC0412360,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412474,Lotus Notes Support,,,,,,,,,,,,,,
INC0411789,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412009,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412549,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413229,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413174,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412570,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0412731,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0412769,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412806,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412575,3rd Party Application Support,,,,,,,,,,,,,,
INC0412772,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0412854,SAP Vistex Support,,,,,,,,,,,,,,
INC0412957,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0413104,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0413137,Integration Support,,,,,,,,,,,,,,
INC0413231,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413138,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413172,Collaboration Tools Support,,,,,,,,,,,,,,
INC0412628,SAP Vistex Support,,,,,,,,,,,,,,
INC0413065,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0413127,Integration Support,,,,,,,,,,,,,,
INC0412559,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413458,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413793,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413259,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413772,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413332,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0413480,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413234,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413351,Collaboration Tools Support,,,,,,,,,,,,,,
INC0413371,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0413975,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414030,SAP Vistex Support,,,,,,,,,,,,,,
INC0414031,SAP Vistex Support,,,,,,,,,,,,,,
INC0414032,SAP Vistex Support,,,,,,,,,,,,,,
INC0414036,SAP Vistex Support,,,,,,,,,,,,,,
INC0414046,SAP Vistex Support,,,,,,,,,,,,,,
INC0414049,SAP Vistex Support,,,,,,,,,,,,,,
INC0413489,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414023,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0413469,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414105,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414309,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0414339,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0414376,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0414808,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414878,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414058,SAP Vistex Support,,,,,,,,,,,,,,
INC0414633,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0414098,3rd Party Application Support,,,,,,,,,,,,,,
INC0414559,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414460,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414523,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414836,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0414197,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414411,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414488,Collaboration Tools Support,,,,,,,,,,,,,,
INC0414675,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0415096,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0415369,Collaboration Tools Support,,,,,,,,,,,,,,
